location,Ad Dammam,Amsterdam,Athens,Auckland,Baker Island,Bangkok,Beijing,Beirut,Berlin,Bogota,Brussels,Bucharest,Budapest,Buenos Aires,Cape Town,Christmas Island,Copenhagen,Delhi,Dubai,Dublin,Geneva,Havana,Helsinki,Hong Kong,Islamabad,Istanbul,Kabul,Kuala Lumpur,Lisbon,Ljubljana,London,Los Angeles,Macau,Madrid,Manama,Mexico City,Montevideo,Montreal,Moscow,New York,Nicosia,Nursultan,Oslo,Paris,Prague,Pyongyang,Reykjavik,Rio De Janeiro,Rome,Santiago,Seoul,Singapore,Stockholm,Sydney,Taipei,Tallinn,Tehran,Tel Aviv,Tokyo,Valletta,Vienna,Vilnius,Warsaw,Zagreb,sum_co2kg,sum_co2kg_div_3,weightedsum_co2ton
"Nassau,  The Bahamas",1044905.188,50196827.56299999,604583.2320000001,6029295.909000001,238311.325,341496.442,136226885.93800002,452458.552,139471774.744,226260.024,23554874.427,991934.755,2769067.92,608332.528,3672551.134,399279.566,6261968.614999999,4396043.01,542804.234,4033346.5760000004,42335948.288,110059.76400000001,11023070.575000001,9540655.02,278348.75,3927890.71,272635.534,1835431.8650000002,3978507.876,1072995.1979999999,102421013.16,101993455.125,318556.734,14683228.918000001,262339.811,2289611.92,771510.11,43505281.05,4598529.38,49851245.796000004,221047.327,240210.314,9713863.25,42037593.555999994,6675341.212,817189.383,129001.745,5268869.1899999995,55607153.296,32635622.020000003,93666306.25,63877523.4,14931155.396000002,72076467.757,45398299.368,181176.568,2730047.7709999997,15464806.908,96950237.02,187394.074,14757977.306000002,186453.084,10624228.938000001,181338.884,1361692621.2829998,453897540.4276666,453897.5404276666
"New Delhi,  India",262531.012,43729634.396,331698.915,5717346.453,252713.499,71290.849,41651114.518,176748.512,102958337.193,1324225.616,20714323.602,530711.735,1773882.165,1375106.524,2848026.3699999996,117118.246,4761609.92,263.895,108575.708,4348027.2360000005,35734732.544,1811316.6060000001,7022443.2809999995,2524229.79,21805.59,1912998.565,29372.347,426128.97,4770711.3440000005,754652.8200000001,98437995.692,318128532.56,83555.987,15473739.051,64634.475,12766908.08,1696999.425,189231875.14,2211336.311,290246958.72400004,92403.939,62572.745,7769890.068,38481489.563999996,4773319.27,303502.968,166410.377,11342352.738000002,40492515.665,83545541.718,35325563.548,15792483.408,10550011.128,49414522.164000005,14396769.855999999,114814.367,687343.602,6128144.223999999,46811341.304,128780.175,10051760.49,111105.466,6732112.78,123346.706,1599802311.9359999,533267437.312,533267.437312
"New Orleans,  United States",1085456.484,53031761.524000004,642791.373,5662180.44,210911.341,327109.991,126940372.598,475872.596,146006264.331,319508.584,25007049.354,1040306.26,2913002.235,692924.408,4085275.488,376485.918,6507127.322000001,4366858.545,560198.474,4294094.251999999,45394604.032,183042.528,11206008.294,8925107.129999999,277262.013,4127077.039,273000.607,1754698.2999999998,4455225.376,1138536.2280000001,109051934.532,74728642.89000002,298280.9,16207894.997,272390.059,1496077.7600000002,880223.875,42611441.18,4664753.372,52905721.396,232791.068,236166.719,9988677.993,44980615.96,7021249.246,752460.807,131699.938,6259461.568999999,59665449.831,36528737.169,86118353.09,60760722.580000006,15294979.342,67576443.928,42034871.644,184538.197,2802146.952,16317982.372,87778502.084,202613.275,15551933.286,191886.849,11040726.068,192149.923,1337242633.9160001,445747544.6386667,445747.5446386667
"New York,  United States",924287.512,40379967.866000004,520836.801,6491931.432,240966.182,303476.379,118485030.066,394690.288,113495550.05800001,355815.564,19048365.252,838282.61,2306528.1,746349.036,3834747.1679999996,362332.029,5033699.04,3844921.65,480340.484,3159787.092,34987822.08,312156.114,8867156.725,8473722.24,241807.532,3357568.5459999996,236618.997,1645579.185,3346246.988,894941.9280000001,81959640.096,99146078.355,282831.975,12316113.086,232118.36,3261206.68,941385.8500000001,13721306.06,3786852.733,0.0,192189.769,202602.039,7677771.303,34171829.384,5486879.888,715444.689,93129.595,6289679.062,47028442.838,41014509.139,82256333.038,57403396.96,11946254.84,75497296.987,40424796.812,146028.489,2368632.75,13554512.76,86185860.488,162197.328,12234404.264,152551.168,8725728.51,151564.081,1133341094.3200002,377780364.7733334,377780.36477333336
"Niamey,  Niger",457447.232,29988879.621,247728.831,7911301.188000001,401834.209,229946.433,118706208.192,179765.958,79669013.46499999,735161.46,13537976.907000002,456825.32,1360688.22,729220.208,1712171.244,255696.447,3902745.94,2581624.2,250659.85,2781186.548,21259194.88,1163817.6300000001,7406032.387,7599271.8,162890.855,1691901.36,155157.721,1195986.2850000001,2059910.244,507125.652,62578298.784,291874139.32,252092.252,7211144.124,115331.788,9302301.360000001,893995.5349999999,132124547.93999998,2833417.242,195151034.724,87608.3,162313.246,6775023.867,23196818.077999998,3548399.378,769379.67,130399.115,5190059.856000001,25092997.369,46132152.861,88764825.787,42174631.168000005,9975910.302,76343771.238,39303113.1,119767.741,1329645.9,5900180.683999999,102827523.344,68050.622,7409894.084000001,110369.273,5926324.29,84841.311,1503057673.9399998,501019224.6466666,501019.2246466666
"Nouakchott,  Mauritania",596540.82,29305661.343000002,294383.38800000004,8073301.026000001,371366.136,266073.554,128194287.364,236918.366,82316464.347,569597.66,13247976.629999999,538532.3,1512409.965,647147.288,2099810.776,298186.938,3941491.5259999996,3067647.9299999997,321293.026,2492370.608,21459442.176,905628.3180000001,7648417.29,8484890.129999999,192938.619,2082630.869,184948.016,1394379.04,1644704.32,556431.378,58862623.6,247189629.7,281819.45,6530352.533999999,150221.105,7580689.12,796265.995,103013919.46999998,3091729.736,150311731.38,114671.636,181180.645,6664936.534,22485338.834,3755921.102,819000.6300000001,113481.333,4430278.583000001,26218612.731000002,40502905.392000005,94514556.708,49055284.76799999,10126852.428,84214013.604,43127944.144,124139.585,1649422.2689999999,7934167.104,107178960.98,82387.331,8062910.350000001,118198.456,6369552.112,94365.623,1418693936.1190002,472897978.7063334,472897.9787063334
"Nur-Sultan,  Kazakhstan",320273.664,30597619.549,264298.764,6390630.057,251070.799,108320.232,41020496.348,165277.336,69748634.78500001,1133179.04,14718446.883,410378.915,1258559.4000000001,1361567.668,3295236.756,166615.919,3135632.969,937180.86,155523.436,3106756.4359999998,26406307.584,1488205.608,4488717.268999999,3227039.46,48216.28,1559181.287,46140.395,663603.0349999999,3795921.528,547855.26,70353945.70400001,260129533.16,106885.219,12146312.258000001,80050.38,10567677.4,1687378.25,147555217.81,1287853.0529999998,229345508.148,83098.801,0.0,4985109.3610000005,27971378.162,3307998.876,289763.598,114778.682,11021249.089,30955504.113,80934746.164,34284600.35,23856955.732,7051963.622,57852927.167,16721364.416,73928.224,634515.167,5646174.436,44605320.032,105102.04,7068474.702,74810.942,4758784.464,89438.861,1316565235.905,438855078.635,438855.078635
"Oslo,  Norway",421816.364,8617692.218999999,191711.06699999998,7860988.653,289856.442,189792.999,76139177.66000001,164057.698,20740303.876,810852.424,4500935.523,248225.79499999998,560359.29,1068434.168,3197317.354,246288.646,71496.83899999999,1974507.69,226579.406,935812.1079999999,9999533.568,1046882.1359999999,1484692.7859999998,5640770.07,116804.892,1142830.791,110547.273,1066116.66,1878545.6199999999,235365.876,21167119.072,212945223.495,187515.486,5694722.4629999995,106389.105,8042532.24,1327697.4050000003,93056575.92,947092.827,147309103.644,78012.303,84493.379,0.0,9211813.547999999,1184701.2619999999,494781.882,43584.199,8421222.274,15465124.057,62980054.271000005,57663977.393,37756559.704,143775.144,75316998.197,28153921.895999998,24312.118,964786.0090000001,5586102.284,66997691.488,65775.641,2853133.7479999997,30011.58,1756320.446,40267.89,1017279688.2630002,339093229.42100006,339093.22942100005
"Pafos,  Cyprus",191179.748,22388583.573,78247.635,7599399.78,328779.62,156856.216,77598347.44999999,2380.224,49305330.18,977784.0,10337827.92,162252.815,672526.5,1062184.42,2385788.1180000002,200716.719,2514230.327,1414495.98,119662.034,2324304.78,15973997.312,1388344.188,4289697.51,5189135.46,83643.902,447339.059,81355.245,867608.6599999999,2337720.364,291670.62,51972163.52,291518195.375,171884.924,7621472.36,49040.166,10563556.559999999,1310271.795,141789932.13,1338488.312,216739064.86,387.078,82497.774,4612820.718,18954932.038,2096916.418,520389.336,107524.411,8264034.767,14715066.696999999,64903414.375,60436546.775,30992048.588,6148603.368000001,68445897.177,27152393.612,68515.926,473356.609,100951.712,72848326.824,40774.011,4056780.67,56197.363,3068831.62,46055.391,1322038723.619,440679574.53966665,440679.57453966665
"Papeete,  France",1545149.312,105910534.282,1151540.349,1906227.54,81938.677,273439.864,124835778.964,788381.586,279068827.992,755803.572,50073371.75399999,1848674.09,5393023.59,788388.888,4315316.768,244242.971,12492835.918,4932469.425,752889.86,9102068.527999999,89810085.12,1127352.456,20255901.011,7435734.510000001,335616.72,7191120.228,342632.156,1319244.81,9463018.824,2156634.12,223641786.12399998,165177839.35999998,249154.055,33512845.25,385515.82,6033547.64,1005855.72,173937305.85,7870384.674,250030657.348,392129.829,322803.206,19323974.705,90959394.25999999,13335483.906,706045.971,294760.345,8753819.233000001,113762021.08000001,39476327.402,79142451.3,44320065.428,28570996.367999997,29200343.732,34613992.839999996,333769.995,4098084.144,27115887.672,75537813.26,379330.247,29213788.876,345174.5,20282199.046,361127.082,2268384920.153,756128306.7176666,756128.3067176667
"Paris,  France",422541.348,539350.958,155443.851,8467642.092,317041.86,206415.84,88867944.75,155612.088,21526046.744,755177.244,155281.392,232463.935,496572.555,964955.804,2859373.888,258518.552,1099909.73,2169392.85,231265.96,676567.108,420734.464,1014790.842,2891546.949,6313679.13,130237.452,1055473.256,122943.387,1138106.29,1027616.128,172454.97,919365.728,225511575.75500003,209772.983,2921791.514,106729.956,8043465.600000001,1196378.27,93441195.54,1404426.943,145422973.168,72101.713,105155.557,2043221.802,0.0,1017905.9619999999,575747.403,55043.345,7418908.665,9622489.902,57673034.891,66871680.535000004,40285437.004,3337040.0259999996,80059651.462,31790673.207999997,46215.506,1025778.7980000001,5435493.776000001,77282147.852,43634.322,2445110.276,42399.773,2032755.8120000002,30535.006,1013334939.4700001,337778313.1566667,337778.3131566667
"Phnom Penh,  Cambodia",523597.264,66072592.272,555040.3859999999,4155965.5829999996,191689.434,17961.23,40209887.796,324682.452,160860505.873,1583680.088,31287035.031,900534.095,2873135.4299999997,1474868.156,3181156.468,60295.475,7358106.454,1236674.9249999998,238885.024,6316142.251999999,54512322.304,2098917.492,11137132.828,1163861.3399999999,90077.83,3326382.136,97845.564,146575.0,6844163.788,1196149.224,146170263.68,326365251.39500004,37641.266,22655537.765,129826.941,13647337.479999999,1826808.51,229279861.58,3798717.9039999996,350107651.896,166593.044,117706.489,11776525.965,57762072.9,7527557.142,249970.755,229083.872,13213786.061,63578986.440000005,86605040.227,28239868.624,5419907.824,16417650.432,33476264.716999996,8394217.528,182732.526,1448912.751,11129520.899999999,35508735.08,203179.106,16043441.040000001,181616.595,10890991.412,197001.038,1913016124.0790002,637672041.3596667,637672.0413596667
"Podgorica,  Montenegro",323092.164,12121534.411,60440.217000000004,8145488.316000001,326980.248,181009.55,82748713.398,85077.276,26265395.264,867998.636,5443160.687999999,97028.03,278657.08499999996,1015933.984,2602204.962,229209.758,1441175.9,1770425.865,168969.612,1544329.668,7988498.944,1205319.7920000001,3034974.5409999997,5737289.58,104498.926,478316.62100000004,96714.374,1000473.625,1667169.728,109776.56400000001,29557796.932,259554132.42499998,190340.974,4628529.794000001,81589.523,9332626.12,1255913.6749999998,118198128.50999999,1129873.114,181910021.668,36886.75,88708.405,2962224.505,9992973.354,1057432.042,546282.384,81915.799,7826864.412,5771992.682,61509847.911000006,63485576.11,35565016.716,4017041.94,74455141.467,29428786.2,47834.266,768284.2309999999,3029015.392,75090917.72,25534.23,1769223.554,36147.551,1786499.5860000001,1832.626,1152360790.2949998,384120263.4316666,384120.2634316666
"Pointe-à-Pitre,  France",981242.512,48023218.782000005,558030.093,6430943.483999999,275909.389,351195.45,148171759.008,421088.07,134172894.318,186940.652,22357078.737,937523.75,2623019.76,498797.052,3093633.676,401928.532,6107141.301,4359900.435,513281.416,3871807.8279999997,39344345.6,340949.394,11022554.393000001,10255359.15,276178.693,3687787.767,268977.314,1868307.88,3482954.636,1005593.6939999999,97350314.004,148871338.625,341886.801,13095571.233,246461.013,3539761.8,629076.95,63466747.96,4566859.024,82305621.272,205651.599,245376.204,9656576.256000001,39450379.934,6359483.198,903467.559,134372.532,3913572.991,51132615.294,28034858.66,103739847.60700001,65400724.956,14832506.688000001,76513062.486,49654424.31600001,180620.835,2618645.117,14313271.176,109596642.428,169156.603,13978777.389999999,182544.141,10268218.731999999,170077.727,1471958855.8770006,490652951.9590002,490652.95195900014
"Port Louis,  Mauritius",462449.932,65192726.11,484536.201,4989673.794,299370.394,132556.49,97691742.122,283340.184,161600196.416,1263625.732,30350871.264,860946.47,2773394.2049999996,953126.424,1282353.044,115816.077,7630327.775,1923420.885,223195.206,6232732.268,50411784.704,2071758.4019999998,12540454.054,5095682.22,136560.908,3088040.531,136420.711,603005.1849999999,5832395.884,1121365.368,142083225.92,454438660.47499996,168577.469,19589457.005,114941.549,15286226.08,1170521.71,247433331.53,4352020.899999999,367601265.2,146242.346,176161.525,12703063.970999999,54729848.194000006,7381449.118,633833.934,251330.385,8224476.032,56558598.395,58958707.276,72168360.22,21150389.876000002,17931243.724,43197799.400000006,27706464.32,204191.672,1509806.0559999999,9406167.592,84517985.552,168769.649,15489112.02,194007.281,11155539.736,184864.564,2222770509.6360006,740923503.2120003,740923.5032120002
"Port Moresby,  Papua New Guinea",975223.04,96531490.847,886525.773,1917812.6309999998,92330.842,126808.024,68820867.024,548902.134,241210055.801,1343902.152,45776260.992,1436827.97,4440188.94,1256198.28,3897273.198,100584.177,10913900.989,2825362.26,464662.642,8894502.736,80893745.152,1900378.3020000001,16834204.892,3336795.78,200172.751,5403913.101,208162.476,576581.92,9747852.604,1825484.382,210591435.52,272896049.48,112142.246,32796252.027,242730.395,11186441.72,1579056.925,242140859.73,6066223.021,362008341.85999995,278349.256,215261.664,17160115.426,84288730.05,11392129.554,384870.504,302252.57,13075726.74,96977822.86700001,68197469.26,42329557.6,18789559.5,24448925.810000002,14575648.912999999,15486011.672,276905.382,2673851.4990000003,18778417.395999998,40810004.872,313897.446,24533958.101999998,280680.161,16739550.172,302289.175,2265618490.327,755206163.4423333,755206.1634423333
"Prague,  Czechia",356058.232,6993604.705,115821.62100000001,8157925.146,312048.387,187359.812,80742264.226,122159.294,906018.516,830989.012,3312267.21,152768.905,26691.555,1030863.12,2861916.008,239761.958,755769.0299999999,1884157.695,196812.056,1034443.032,5984015.616,1118517.4619999998,2074306.952,5767499.25,111187.742,723344.3640000001,103927.801,1043060.33,1548380.96,10793.622,19912692.56,237307130.22,191517.351,4287076.408,90065.447,8671333.36,1277312.26,104982345.93,959889.2910000001,163376832.768,55604.018,87060.521,1836298.064,7114663.6959999995,545.072,529292.847,64651.887,7998491.983,8648548.618,61703366.092,61586457.42699999,37013955.552,2590890.782,75954534.866,29220082.372,32879.177,897343.711,4357215.8719999995,72236016.216,39611.461,82979.162,27100.987,1010122.1420000001,1959.913,1042850601.652,347616867.2173333,347616.8672173333
"Punta Cana,  Dominican Republic",1021146.544,49804090.81299999,585917.7390000001,6219575.313000001,259669.158,352952.447,145255198.322,440246.902,138776615.606,166754.516,23259805.443,975470.6449999999,2728340.385,528301.864,3319070.454,411085.727,6283135.871,4442740.26,532641.516,4012331.0640000002,41270418.944,232254.60600000003,11223455.575000001,10099169.67,281409.571,3845707.6920000003,274694.474,1888733.1099999999,3747391.1999999997,1050659.67,101251378.56,130300104.29,336931.562,13975915.200000001,256434.891,3153203.48,668832.62,57079300.74,4659764.028,70078336.856,215082.724,247298.962,9861224.6,41233618.664,6602321.78,878945.58,134862.851,4371507.191,53827405.414,28913249.688,100823074.781,65992679.984,15146244.922,74376312.962,48490913.14,184131.21,2704604.254,14995025.848000001,105454199.76,179286.997,14543200.692,187399.702,10596582.658,177626.413,1445185988.1049998,481728662.7016666,481728.6627016666
"Quito,  Ecuador",1202356.268,65537001.07000001,726252.714,5256427.2809999995,237778.624,402366.788,165067795.49,532716.25,179459563.92000002,91641.988,30609047.07,1219784.685,3469009.965,385765.304,3250001.384,407411.102,8159678.339000001,5201703.375,624168.152,5427966.208,53793427.712,386941.662,14339243.891999999,11226612.959999999,332121.962,4759003.700999999,325138.471,2139622.49,5057312.54,1344272.058,134761528.42,140578807.29999998,375107.758,18557327.341,301731.391,3061301.1599999997,497687.73500000004,86751358.54,5832322.635,114514592.73200001,261577.822,298212.86,12872830.04,54426979.796000004,8496767.472,982568.5829999999,185700.541,3742336.029,68657079.032,19151484.016999997,112159035.648,73745581.704,19534462.862,64303297.953999996,53169283.272,235185.317,3239215.8370000003,18087045.416,114396007.90799999,224830.3,18601189.714,238110.012,13515369.67,226526.587,1736954576.8299992,578984858.943333,578984.858943333
"Reykjavik,  Iceland",572565.044,15637971.41,276798.588,7666675.254,273906.865,220448.819,85304106.238,224890.726,47495199.151999995,683518.808,7730508.912,416317.375,1125872.2950000002,998171.644,3501557.234,279127.656,1925973.876,2495136.8249999997,302082.334,1054302.3120000002,16527261.696,828942.0900000001,3623409.821,6350525.07,151613.536,1735812.849,146025.241,1225993.8250000002,2020319.0280000002,439505.802,31367962.036000002,172662344.89,211465.568,6859459.566,144089.895,6534381.36,1245438.0250000001,64726472.580000006,1854910.624,105422701.54,107656.186,114778.682,2571467.741,14641529.77,2459966.594,538537.041,0.0,7966966.947000001,25036745.555,57714597.002,62556643.347,43186653.196,4534882.77,78438521.49700001,31067248.172000002,60186.23,1378907.7719999999,7853537.396,70066852.128,88158.974,5793304.428,68343.052,3935756.5760000004,75319.832,1022520327.2969999,340840109.099,340840.109099
"Riga,  Latvia",352345.1,10784503.891999999,156369.41700000002,7722303.455999999,291976.309,173185.459,70709755.558,132522.362,20872512.274,879704.96,5394768.288,177947.02000000002,464099.01,1111981.2,3094650.1319999998,228756.736,840343.5930000001,1708539.96,190934.702,1356763.828,10956516.096,1156148.394,88256.386,5224763.34,99093.733,854948.852,92635.843,980294.185,2153911.48,211588.42200000002,28012454.415999997,230657389.95,173534.374,6446879.184,88977.479,8761873.959999999,1379748.895,107023492.73,591600.227,167927657.28399998,61847.05,75482.636,1519663.118,11321223.872,1110635.006,466621.713,63202.251,8766821.773,14440950.053000001,65985435.526,54466392.431,34820854.76,152155.06999999998,72352065.352,26346400.264,1118.491,837136.8060000001,4796169.404,64455009.164,60147.593,2532698.576,1050.092,1075315.07,34916.321,1065269040.8780003,355089680.29266673,355089.6802926667
"Rio de Janeiro,  Brazil",997282.144,65530603.037,637362.057,5617896.606,312979.343,349535.049,186128067.71,455763.632,176909413.895,401905.496,30301900.566,1120835.225,3273748.9200000004,195310.112,1866505.452,326213.815,8239781.748,4598856.6899999995,518110.678,5630142.140000001,51220079.104,875300.676,14747664.572999999,11543802.12,299705.522,4265660.36,292292.075,1702626.495,4734538.536,1261180.9500000002,135528129.896,251411520.98000002,383387.998,17294156.772,250122.274,6732786.64,228213.445,138330716.37,5793492.448,192430181.032,225440.74,297871.597,13428435.518000001,53335937.970000006,8214220.562,1170475.4849999999,215323.431,0.0,62559289.903,16216273.683,134472362.805,58866692.636,20096000.464,63925616.614999995,59373514.164,240680.41,2846110.641,15282825.104,146934500.076,195072.315,17695431.982,235538.71,13178838.01,211777.744,2021956003.1460006,673985334.3820002,673985.3343820003
"Rome,  Italy",339739.672,10621838.105,90304.224,8399577.459,331953.795,193156.657,87901871.434,108347.248,26014121.482,820095.344,4704026.019,157306.12,373649.145,973651.444,2590203.1679999996,240985.866,1427345.115,1952620.47,191295.084,1312259.228,5634530.816,1141490.628,3313501.151,6087942.33,116634.556,668723.525,108858.181,1060797.495,1296626.8,11772.456,24198835.736,252593338.59499997,202055.557,3394283.4609999997,86068.289,8945946.76,1203873.405,111360162.75999999,1344290.407,171177483.256,48556.083,99535.383,2933898.133,8230168.212,1054079.91,576075.0630000001,80504.005,7442745.101,0.0,58948450.281,66886840.713,37640561.7,4213871.172,77066934.80499999,31089694.0,52516.17,902968.165,3771968.296,78412779.172,21819.52,1949282.926,42564.983,1985552.5119999999,17437.402,1126160366.95,375386788.98333335,375386.78898333333
"Saint Petersburg,  Russia",356773.4,13811511.241999999,183117.44400000002,7503735.834000001,282024.821,166307.235,65772695.846,142809.55,27817199.648,904249.736,6964554.239999999,217954.81,589615.92,1151978.356,3208229.416,223120.835,1169383.039,1632579.54,190773.588,1597815.52,13887918.592,1176894.0420000001,73142.72099999999,4957884.93,94025.797,989372.256,88134.019,949329.2,2315178.544,277778.136,34663797.216,227673216.17,164695.943,7550199.961,89982.523,8812376.12,1430296.9699999997,108751004.67,469665.842,171089132.92,67646.383,66472.733,1808493.783,14208595.884,1423345.594,435680.046,65772.516,9147109.253,17959817.088,68078807.734,50950317.901999995,33732176.116000004,1879717.7380000001,70442781.955,24928084.740000002,1272.006,830378.2409999999,5170726.12,60610451.356,71009.989,3258950.682,20996.826,1727542.238,45628.171,1086322231.686,362107410.56200004,362107.41056200006
"San Juan,  United States",1004781.856,48822778.534,573963.7320000001,6308082.983999999,264795.724,351284.88,145507982.074,432189.392,136254880.897,175890.708,22781610.915000003,957612.085,2676667.5300000003,524227.84,3257480.0020000003,407843.16,6176832.799,4399224.75,524620.03,3928721.0479999995,40349742.848,264141.066,11073801.103,10111092.69,278563.383,3774610.224,271706.276,1877734.9050000003,3632982.948,1029206.0459999999,99123188.008,135491434.255,337250.133,13589013.337,252345.241,3308014.16,662796.055,57996227.519999996,4599229.2930000005,71810539.104,211084.364,245326.139,9712070.535,40328980.86,6477112.502,882734.6129999999,133117.952,4268038.393,52627497.75,28936863.136,101299379.148,65656727.004,14925810.925999999,75296790.94,48673391.368,181618.083,2665303.85,14714036.044,106322836.62,175096.251,14263117.474,184525.63,10417130.484000001,174044.526,1443937724.1269996,481312574.7089999,481312.5747089999
"San Salvador,  El Salvador",1198054.768,62143665.406,719133.939,5244389.43,212178.6,365079.331,145234263.096,528929.162,170274389.878,192372.08,29176950.285,1183341.655,3342987.405,551876.468,3804234.5740000005,399344.456,7660792.872,4925844.195,619406.25,5101705.084,52139728.128,201277.76400000002,13270569.093,9974215.56,314022.272,4655690.422,308965.674,1934374.435,5030953.8719999995,1302824.25,127963412.66,94761701.61,333434.746,18356408.622,300629.818,1319174.3599999999,706231.5249999999,65465915.9,5447372.509,92136829.588,259288.818,273931.888,11913946.523,52225521.502,8127201.968,857935.71,165389.339,5244418.998,67488005.463,27988048.309,97922626.307,66620966.4,18131187.876000002,64151296.397999994,46949204.244,218148.108,3148707.628,18058223.752,99129519.21599999,225186.746,17895367.498,224058.244,12826167.328,219643.253,1559066663.2580001,519688887.7526667,519688.8877526667
"Santa Cruz,  Bolivia",1130050.648,68541708.422,705910.476,5308760.183999999,275927.878,392425.809,187989795.13599998,510403.614,186351307.09800002,274945.42,31823576.358,1217837.09,3514752.765,193017.068,2463204.758,361429.827,8591467.229,5102973.8100000005,586707.048,5790064.756,54690860.544,667202.628,15277491.662999999,12587328.479999999,329861.75,4684490.261,321902.045,1913521.32,5072910.416,1356660.108,141304649.87600002,205906405.225,418796.001,18596208.627,283472.434,5104106.64,250560.03,119817992.91,6098551.591,163664418.5,251698.843,314287.234,13809597.466,56233259.446,8725004.63,1142087.274,211347.382,1838726.803,68116400.245,11305102.351000002,130655850.567,65915444.932000004,20802610.778,63126971.117,61455353.648,249852.28,3155485.3880000003,17201962.516000003,135310901.544,216947.806,18928140.36,248072.752,13958241.198,228190.687,1962875193.6900003,654291731.2300001,654291.7312300002
"Santiago,  Chile",1248194.012,81984601.129,821138.2320000001,4438801.143,250520.22,383864.667,204693983.26,581408.998,220851688.915,376683.088,38115848.883,1419120.9849999999,4136896.9949999996,125447.268,2435046.1799999997,329038.249,10184266.65,5521443.18,642557.082,7003876.208,65455532.544,845327.346,17915982.979000002,12188719.530000001,362685.066,5424843.577,355398.051,1800888.9000000001,6252754.396,1605355.56,170063398.56800002,223383968.315,406528.917,22658995.718,312797.066,5806903.72,172934.945,147945419.16,7077751.912,204530503.724,287999.884,356540.732,16369265.207,67581617.978,10329402.896,1201627.026,254249.326,2643181.173,80761973.73300001,0.0,136110623.99,61380910.375999995,24523334.386,53738642.755,59556658.096,293046.504,3539994.5680000004,19564912.4,136421032.02,255729.651,22353948.25,290670.184,16412666.232,269488.013,2194608630.718,731536210.2393333,731536.2102393332
"Santo Domingo,  Dominican Republic",1033223.176,50570573.038,594825.246,6153966.105,256120.95,354250.009,145191753.408,446226.2,140742891.72399998,160730.236,23630889.891,989021.3899999999,2767864.8299999996,530291.192,3359718.4179999996,413184.1,6367277.312,4476051.525,538571.554,4078502.876,41971728.128,212669.86800000002,11344923.228,10095863.01,283603.803,3899196.8529999997,276987.827,1896719.0950000002,3832799.544,1066982.982,102911651.14400001,126872365.7,336875.898,14265752.655,259452.77,2997148.52,671973.375,56871938.96999999,4708013.658000001,69557597.612,218054.816,248928.615,9982243.748,41930443.17,6698964.862,876978.99,136424.677,4437087.5819999995,54728639.563,28849112.881,100566339.97299999,66232232.984,15324126.462,73690918.896,48390364.752,186161.743,2734209.753,15202680.848000001,104926286.192,182386.565,14757908.754,189664.56,10736355.234000001,180349.896,1448397043.3359995,482799014.4453332,482799.01444533316
"Seoul,  South Korea",628017.004,58610067.243,559121.472,4416043.1280000005,156017.542,83750.149,14115891.92,346711.738,143992817.85,1292381.668,28000317.009,868763.92,2683243.44,1689172.168,4182995.782,127419.083,6434918.380999999,1552952.1300000001,297616.3,5482222.088,50342248.96,1648142.178,9445779.545,1554818.91,106581.002,3310621.484,113065.462,509966.95,6370641.8440000005,1121097.012,129432235.10800001,237791519.84499997,52857.669,21181506.849999998,156386.735,10512806.040000001,2130599.405,177398793.11,3336873.81,273062079.176,175158.238,100541.35,9977051.807,52163832.910000004,6863532.716,2328.834,183450.567,14590842.885,61002367.923,90607365.53,0.0,17761306.004,14013244.802,39562769.904,5537172.1,155937.719,1583599.006,12031359.816,11565319.948,203148.441,14855330.33,161249.023,9837688.386,185359.553,1568219018.902,522739672.9673333,522739.6729673333
"Singapore, Singapore",560024.04,71707760.388,593595.174,3869312.265,193868.773,36060.661,48871883.866,347675.424,175285165.17900002,1678750.404,33870909.009,976575.675,3116186.52,1382796.568,2958008.088,34483.071,8052161.222999999,1377866.895,256921.766,6842675.112,58626075.136,2246156.5439999998,12355310.331,1899866.91,106325.861,3593148.8619999997,113540.714,6193.26,7254150.484,1290794.3760000002,158172302.512,349070497.365,62434.996,24085868.434,138871.341,14451713.12,1713743.1,248107705.23,4239031.974,377794449.76,178528.192,138703.231,12951378.038,62301896.762,8176041.772,314421.168,251085.193,12663183.881,68059387.72500001,81008527.066,35212821.787,0.0,18112415.452,30078770.582,11730103.784,202510.857,1595967.34,11859222.100000001,42684016.284,215363.328,17392656.166,200090.659,11917695.290000001,212673.242,2054798320.3099995,684932773.4366665,684932.7734366665
"Skopje,  North Macedonia",305587.128,13252671.965,5854.824,8067589.761,326377.519,177227.644,81482735.152,76628.704,27690553.933999997,883830.572,6008429.637,9327.32,308467.275,1026517.768,2588777.282,225214.293,1529979.6369999999,1713263.07,165222.406,1655215.912,8716051.968,1229006.73,3072717.864,5638466.67,100775.227,388994.277,92962.24,980871.03,1786942.36,134640.15000000002,32194287.387999997,262980052.745,187028.796,5040912.49,77625.579,9484468.4,1268745.6600000001,121034248.72000001,1098619.426,186196941.89200002,33711.947,86028.877,3093526.4680000003,11093970.496000001,1140096.064,539285.5229999999,83324.851,7922469.193,7188637.801,62196367.643,62681974.828,34890943.556,4141874.0360000003,73601890.74,28983893.908000004,48442.806,720513.002,2752531.2679999997,74365596.03199999,27303.502,2013926.232,36346.082,1824650.072,19763.203,1168690899.5450003,389563633.1816668,389563.6331816668
